,Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?",extra_criteria,Description,Chapter,Section
268,1418,"Church/synagogue, injury to, under $5000  Ch. 266 S 127A",Vandalism,26.0,Property,2,Misdemeanor,,,,,,Yes,,,"CHURCH/SYNAGOGUE, INJURY TO, UNDER $5000 ",266,127A
269,403,Civil rights order violation,All Other Offense (except traffic),23.0,Public Order,3,Misdemeanor,,,,,,Yes,,,CIVIL RIGHTS ORDER VIOLATION,,
270,1003,Civil rights order violation  Ch. 12 S 11J,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,CIVIL RIGHTS ORDER VIOLATION ,12,11J
271,404,Civil rights order violation with injury,All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,CIVIL RIGHTS ORDER VIOLATION WITH INJURY,,
272,1004,Civil rights order violation with injury  Ch. 12 S 11J,All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,CIVIL RIGHTS ORDER VIOLATION WITH INJURY ,12,11J
273,1302,Civil rights violation or attempt  Ch. 265 S 37,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,no injury,CIVIL RIGHTS VIOLATION OR ATTEMPT ,265,37
274,1303,Civil rights violation with bodily injury or attempt  Ch. 265 S 37,All Other Offense (except traffic),12.0,Person,4,Felony,,,,,,No,Ch 265 Felony,injury,CIVIL RIGHTS VIOLATION WITH BODILY INJURY OR ATTEMPT ,265,37
275,1083,"Cocaine, distribute or possess with intent  Ch. 94C S 32A(c)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"COCAINE, DISTRIBUTE OR POSSESS WITH INTENT ",94C,32A(c)
276,1084,"Cocaine, distribute or possess with intent, subsq. off.  Ch. 94C S 32A(d)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"COCAINE, DISTRIBUTE OR POSSESS WITH INTENT, SUBSQ. OFF. ",94C,32A(d)
277,1114,"Cocaine, distribute or possess with intent, to minor  Ch. 94C S 32F(d)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"COCAINE, DISTRIBUTE OR POSSESS WITH INTENT, TO MINOR ",94C,32F(d)
278,1101,"Cocaine, trafficking in, 100 to 200 g  Ch. 94C S 32E(b)(3)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9.0,Drugs,5,Felony,,,,,,Yes,,,"COCAINE, TRAFFICKING IN, 100 TO 200 G ",94C,32E(b)(3)
279,1099,"Cocaine, trafficking in, 14 to 28 g  Ch. 94C S 32E(b)(1)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"COCAINE, TRAFFICKING IN, 14 TO 28 G ",94C,32E(b)(1)
280,1102,"Cocaine, trafficking in, 200 g or more  Ch. 94C S 32E(b)(4)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9.0,Drugs,5,Felony,,,,,,Yes,,,"COCAINE, TRAFFICKING IN, 200 G OR MORE ",94C,32E(b)(4)
281,1100,"Cocaine, trafficking in, 28 to 100 g  Ch. 94C S 32E(b)(2)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"COCAINE, TRAFFICKING IN, 28 TO 100 G ",94C,32E(b)(2)
282,97,Coercion to join a gang,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,COERCION TO JOIN A GANG,,
283,221,Compulsory insurance law-118a,All Other Offense (except traffic),28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,COMPULSORY INSURANCE LAW-118A,,
284,1410,"Computer system, unauthorized access to  Ch. 266 S 120F",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"COMPUTER SYSTEM, UNAUTHORIZED ACCESS TO ",266,120F
285,202,Concealing death of issue,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,CONCEALING DEATH OF ISSUE,,
286,163,Concealing leased property,All Other Offense (except traffic),26.0,Property,2,Misdemeanor,,,,,,Yes,,,CONCEALING LEASED PROPERTY,,
287,1561,"Conspiracy for felony, death penalty or life imprisonment  Ch. 274 S 7(1)",All Other Offense (except traffic),2.0,Person,U,Felony,,,,,,Yes,,,"CONSPIRACY FOR FELONY, DEATH PENALTY OR LIFE IMPRISONMENT ",274,7(1)
288,1560,"Conspiracy for felony, more than 10 years  Ch. 274 S 7(2)",All Other Offense (except traffic),37.0,Public Order,U,Misdemeanor,,,,,,Yes,,,"CONSPIRACY FOR FELONY, MORE THAN 10 YEARS ",274,7(2)
289,1559,"Conspiracy for felony, not more than 10 years  Ch. 274 S 7(3)",All Other Offense (except traffic),17.0,Public Order,U,Felony,,,,,,Yes,,,"CONSPIRACY FOR FELONY, NOT MORE THAN 10 YEARS ",274,7(3)
290,1558,Conspiracy for misdemeanor  Ch. 274 S 7(4),All Other Offense (except traffic),23.0,Public Order,U,Misdemeanor,,,,,,Yes,,,CONSPIRACY FOR MISDEMEANOR ,274,7(4)
291,1139,Conspiracy to violate drug law  Ch. 94C S 40,Drug Abuse Violations,36.0,Drugs,U,Misdemeanor,,,,,,Yes,,,CONSPIRACY TO VIOLATE DRUG LAW ,94C,40
292,388,Conspiracy to violate drug laws,Drug Abuse Violations,,Drugs,1,Misdemeanor,,,,,,Yes,,,CONSPIRACY TO VIOLATE DRUG LAWS,,
293,87,Conspiracy-other crime,All Other Offense (except traffic),,Public Order,1,Misdemeanor,,,,,,Yes,,,CONSPIRACY-OTHER CRIME,,
294,398,Constitutional law violation with intimidation or force,All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,CONSTITUTIONAL LAW VIOLATION WITH INTIMIDATION OR FORCE,,
295,267,Consuming alcohol in a public way,Liquor Laws,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,CONSUMING ALCOHOL IN A PUBLIC WAY,,
296,292,Contempt of court (chins violation),All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,CONTEMPT OF COURT (CHINS VIOLATION),,
297,293,Contempt of court (court violation),All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,CONTEMPT OF COURT (COURT VIOLATION),,
298,1568,"Contempt, criminal, Common Law [Grid 2012]",All Other Offense (except traffic),29.0,Public Order,2,CIV,,,,,,Yes,,,"CONTEMPT, CRIMINAL, COMMON LAW [GRID 2012]",,
299,1141,Contribute to delinquency of child  Ch. 119 S 63,Offenses Against Family and Children,24.0,Person,2,Misdemeanor,,,,,,Yes,,,CONTRIBUTE TO DELINQUENCY OF CHILD ,119,63
300,309,Contributing to the delenquincy of a minor,Offenses Against Family and Children,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,CONTRIBUTING TO THE DELENQUINCY OF A MINOR,,
301,167,Conveying mortgaged property,All Other Offense (except traffic),26.0,Property,2,Misdemeanor,,,,,,Yes,,,CONVEYING MORTGAGED PROPERTY,,
302,1600,"CORI, disseminate/seek unlawfully, falsify  Ch. 6 S 178",Fraud,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"CORI, DISSEMINATE/SEEK UNLAWFULLY, FALSIFY ",6,178
303,420,"Counterfeit drug,distribute or possess with intent","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"COUNTERFEIT DRUG,DISTRIBUTE OR POSSESS WITH INTENT",,
304,1115,"Counterfeit drug; create, distribute, or possess with intent  Ch. 94C S 32G","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,"COUNTERFEIT DRUG; CREATE, DISTRIBUTE, OR POSSESS WITH INTENT ",94C,32G
305,164,Counterfeit money,Forgery and Counterfeiting,20.0,Property,3,Felony,,,,,,Yes,,,COUNTERFEIT MONEY,,
306,1668,"Counterfeit note or traveler's check, utter, Ch. 267 S 10",Forgery and Counterfeiting,26.0,Property,2,Felony,,,,,,Yes,,,"COUNTERFEIT NOTE OR TRAVELER'S CHECK, UTTER,",267,10
307,1427,"Counterfeit note or traveller's check, possess  Ch. 267 S 12",Forgery and Counterfeiting,29.0,Public Order,2,Felony,,,,,,Yes,,,"COUNTERFEIT NOTE OR TRAVELLER'S CHECK, POSSESS ",267,12
308,1426,"Counterfeit notes, possess  Ch. 267 S 9",Forgery and Counterfeiting,23.0,Public Order,3,Felony,,,,,,Yes,,,"COUNTERFEIT NOTES, POSSESS ",267,9
309,210,Counterfeit sticker/license-114n,Forgery and Counterfeiting,28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,COUNTERFEIT STICKER/LICENSE-114N,,
310,412,"Court proceedings, disrupt",Disorderly Conduct,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"COURT PROCEEDINGS, DISRUPT",,
311,1433,"Court proceedings, disrupt  Ch. 268 S 13C",Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"COURT PROCEEDINGS, DISRUPT ",268,13C
312,1640,"Credit card fraud over $250, $10,000 to $50,000  Ch. 266 S 37C",Fraud,23.0,Public Order,3,Felony,,,,,,Yes,,,"CREDIT CARD FRAUD OVER $250, $10,000 TO $50,000 ",266,37C
313,1641,"Credit card fraud over $250, $50,000 and over  Ch. 266 S 37C",Fraud,23.0,Public Order,3,Felony,,,,,,Yes,,,"CREDIT CARD FRAUD OVER $250, $50,000 AND OVER ",266,37C
314,1639,"Credit card fraud over $250, under $10,000  Ch. 266 S 37C",Fraud,29.0,Public Order,2,Felony,,,,,,Yes,,,"CREDIT CARD FRAUD OVER $250, UNDER $10,000 ",266,37C
315,1388,Credit card violations  Ch. 266 S 37B,Fraud,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,CREDIT CARD VIOLATIONS ,266,37B
316,1522,Crime against nature (sodomy)  Ch. 272 S 34,Sex Offenses (except forcible rape),18.0,Person,3,Felony,,,,,,Yes,,,CRIME AGAINST NATURE (SODOMY) ,272,34
317,1489,"Crime report, false  Ch. 269 S 13A",Fraud,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"CRIME REPORT, FALSE ",269,13A
318,308,Cruelty to animals,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,CRUELTY TO ANIMALS,,
319,1007,"Curfew, violate  Ch. 40 S 37A",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"CURFEW, VIOLATE ",40,37A
320,1470,"Dangerous weapon, carry on school grounds, firearm  Ch. 269 S 10(j)","Weapons (carrying, possessing)",13.0,Weapons,4,Misdemeanor,,,,,,Yes,,,"DANGEROUS WEAPON, CARRY ON SCHOOL GROUNDS, FIREARM ",269,10(j)
321,1469,"Dangerous weapon, carry on school grounds, non-firearm  Ch. 269 S 10(j)","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,"DANGEROUS WEAPON, CARRY ON SCHOOL GROUNDS, NON-FIREARM ",269,10(j)
322,1456,"Dangerous weapon, carry, 2nd off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,Yes,,,,,No,Ch 269 S10 a-d violation,,"DANGEROUS WEAPON, CARRY, 2ND OFF. ",269,10(d)
323,1457,"Dangerous weapon, carry, 3rd off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,Yes,,,,,No,Ch 269 S10 a-d violation,,"DANGEROUS WEAPON, CARRY, 3RD OFF. ",269,10(d)
324,1458,"Dangerous weapon, carry, 4th off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",8.0,Weapons,5,Felony,Yes,,,,,No,Ch 269 S10 a-d violation,,"DANGEROUS WEAPON, CARRY, 4TH OFF. ",269,10(d)
325,1452,"Dangerous weapon, carry, no prior felonies  Ch. 269 S 10(b)","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,No,Ch 269 S10 a-d violation,,"DANGEROUS WEAPON, CARRY, NO PRIOR FELONIES ",269,10(b)
326,1453,"Dangerous weapon, carry, with prior felonies  Ch. 269 S 10(b)","Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,No,Ch 269 S10 a-d violation,,"DANGEROUS WEAPON, CARRY, WITH PRIOR FELONIES ",269,10(b)
327,1481,"Dangerous weapon, manufacture/sell certain  Ch. 269 S 12","Weapons (carrying, possessing)",31.0,Weapons,1,Misdemeanor,,,,,,Yes,,,"DANGEROUS WEAPON, MANUFACTURE/SELL CERTAIN ",269,12
328,1643,Defacement of real or personal property  Ch. 266 S 126A,Vandalism,26.0,Property,2,Felony,,,,,,Yes,,,DEFACEMENT OF REAL OR PERSONAL PROPERTY ,266,126A
329,182,Deriving support from a child prostitute,Prostitution and Commercialized Vice,17.0,Public Order,4,Felony,,,,,,No,Ch 6 S 178C Sex Offense,,DERIVING SUPPORT FROM A CHILD PROSTITUTE,,
330,181,Deriving support from a prostitute,Prostitution and Commercialized Vice,23.0,Public Order,3,Felony,,,,,,Yes,,,DERIVING SUPPORT FROM A PROSTITUTE,,
331,301,Desertion,Offenses Against Family and Children,29.0,Public Order,2,Felony,,,,,,Yes,,,DESERTION,,
332,1068,Destruction of property held by the MA Water Resource Authority  Ch. 92 App. S 1-8,Vandalism,26.0,Property,2,Misdemeanor,,,,,,Yes,,,DESTRUCTION OF PROPERTY HELD BY THE MA WATER RESOURCE AUTHORITY ,92 App.,1-8
333,1415,"Destruction of property over $250, malicious  Ch. 266 S 127",Vandalism,26.0,Property,2,Felony,,,,,,Yes,,,"DESTRUCTION OF PROPERTY OVER $250, MALICIOUS ",266,127
334,1416,"Destruction of property over $250, wanton  Ch. 266 S 127",Vandalism,26.0,Property,2,Misdemeanor,,,,,,Yes,,,"DESTRUCTION OF PROPERTY OVER $250, WANTON ",266,127
335,1414,"Destruction of property under $250, wanton or malicious  Ch. 266 S 127",Vandalism,32.0,Property,1,Misdemeanor,,,,,,Yes,,,"DESTRUCTION OF PROPERTY UNDER $250, WANTON OR MALICIOUS ",266,127
336,1563,"Detainers, escape or attempt  Ch. 276 App. S 1-5",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,"DETAINERS, ESCAPE OR ATTEMPT ",276 App.,1-5
337,246,Discharging a firearm within 500 feet of a building,All Other Offense (except traffic),31.0,Weapons,1,Misdemeanor,,,,,,Yes,,,DISCHARGING A FIREARM WITHIN 500 FEET OF A BUILDING,,
338,1686,Disguise to obstruct justice  Ch. 268 S 34,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISGUISE TO OBSTRUCT JUSTICE ,268,34
339,279,Disorderly conduct,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,not sex-related,DISORDERLY CONDUCT,,
340,1532,Disorderly conduct  Ch. 272 S 53,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISORDERLY CONDUCT ,272,53
341,1009,Disorderly conduct at poll  Ch. 56 S 46,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISORDERLY CONDUCT AT POLL ,56,46
342,1529,Disorderly conduct on public conveyance  Ch. 272 S 43,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISORDERLY CONDUCT ON PUBLIC CONVEYANCE ,272,43
343,1530,"Disorderly conduct on public conveyance, 3rd and subsq. off.  Ch. 272 S 43",Disorderly Conduct,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"DISORDERLY CONDUCT ON PUBLIC CONVEYANCE, 3RD AND SUBSQ. OFF. ",272,43
344,1533,"Disorderly house, keep  Ch. 272 S 53",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,not sex-related,"DISORDERLY HOUSE, KEEP ",272,53
345,280,Disorderly person,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISORDERLY PERSON,,
346,187,Disseminating obscene material,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISSEMINATING OBSCENE MATERIAL,,
347,186,Disseminating obscene material to a minor,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,No,Ch 6 S 178C Sex Offense,,DISSEMINATING OBSCENE MATERIAL TO A MINOR,,
348,356,Distribute (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,DISTRIBUTE (CLASS A),,
349,365,Distribute (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,DISTRIBUTE (CLASS B),,
350,364,Distribute (class b)-cocaine,"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,DISTRIBUTE (CLASS B)-COCAINE,,
351,371,Distribute (class c),"Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,DISTRIBUTE (CLASS C),,
352,375,Distribute (class d),Marijuana,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,DISTRIBUTE (CLASS D),,
353,380,Distribute (class e),"Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,DISTRIBUTE (CLASS E),,
354,355,Distribute to minor (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,DISTRIBUTE TO MINOR (CLASS A),,
355,363,Distribute to minor (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,DISTRIBUTE TO MINOR (CLASS B),,
356,370,Distribute to minor (class c),"Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,DISTRIBUTE TO MINOR (CLASS C),,
357,394,Distributing in a school zone,Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,DISTRIBUTING IN A SCHOOL ZONE,,
358,282,Disturbing a public assembly,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISTURBING A PUBLIC ASSEMBLY,,
359,290,Disturbing a school assembly,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DISTURBING A SCHOOL ASSEMBLY,,
360,283,Disturbing the peace,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,not sex-related,DISTURBING THE PEACE,,
361,1534,Disturbing the peace  Ch. 272 S 53,Disorderly Conduct,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,not sex-related,DISTURBING THE PEACE ,272,53
362,1005,"DNA sample, refuse to provide  Ch. 22E S 11",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"DNA SAMPLE, REFUSE TO PROVIDE ",22E,11
363,266,Drinking in public,Liquor Laws,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,DRINKING IN PUBLIC,,
364,417,"Drug paraphernalia, distribute or possess with intent",Drug Abuse Violations,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG PARAPHERNALIA, DISTRIBUTE OR POSSESS WITH INTENT",,
365,1116,"Drug paraphernalia, distribute or possess with intent  Ch. 94C S 32I(a)",Drug Abuse Violations,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG PARAPHERNALIA, DISTRIBUTE OR POSSESS WITH INTENT ",94C,32I(a)
366,418,"Drug paraphernalia, sell to minor",Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG PARAPHERNALIA, SELL TO MINOR",,
367,1117,"Drug paraphernalia, sell to person under 18  Ch. 94C S 32I(b)",Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG PARAPHERNALIA, SELL TO PERSON UNDER 18 ",94C,32I(b)
368,1118,Drug violation within 100 feet of park/playground  Ch. 94C S 32J,Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,DRUG VIOLATION WITHIN 100 FEET OF PARK/PLAYGROUND ,94C,32J
369,1119,Drug violation within 1000 feet of school zone  Ch. 94C S 32J,Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,DRUG VIOLATION WITHIN 1000 FEET OF SCHOOL ZONE ,94C,32J
370,1071,"Drug, dispense without prescription  Ch. 94C S 25(1)",Drug Abuse Violations,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, DISPENSE WITHOUT PRESCRIPTION ",94C,25(1)
371,1072,"Drug, dispense without prescription, subsq. off.  Ch. 94C S 25(1)",Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISPENSE WITHOUT PRESCRIPTION, SUBSQ. OFF. ",94C,25(1)
372,1079,"Drug, distribute or possess with intent, class A  Ch. 94C S 32(a)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS A ",94C,32(a)
373,1080,"Drug, distribute or possess with intent, class A, subsq. off.  Ch. 94C S 32(b)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS A, SUBSQ. OFF. ",94C,32(b)
374,1081,"Drug, distribute or possess with intent, class B  Ch. 94C S 32A(a)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS B ",94C,32A(a)
375,1082,"Drug, distribute or possess with intent, class B, subsq. off.  Ch. 94C S 32A(b)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS B, SUBSQ. OFF. ",94C,32A(b)
376,1089,"Drug, distribute or possess with intent, class C  Ch. 94C S 32B(a)","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS C ",94C,32B(a)
377,1090,"Drug, distribute or possess with intent, class C, subsq. off.  Ch. 94C S 32B(b)","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS C, SUBSQ. OFF. ",94C,32B(b)
378,1091,"Drug, distribute or possess with intent, class D  Ch. 94C S 32C(a)",Marijuana,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS D ",94C,32C(a)
379,1092,"Drug, distribute or possess with intent, class D, subsq. off.  Ch. 94C S 32C(b)",Marijuana,21.0,Drugs,3,Misdemeanor,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS D, SUBSQ. OFF. ",94C,32C(b)
380,1093,"Drug, distribute or possess with intent, class E  Ch. 94C S 32D(a)","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS E ",94C,32D(a)
381,1094,"Drug, distribute or possess with intent, class E, subsq. off.  Ch. 94C S 32D(b)","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, CLASS E, SUBSQ. OFF. ",94C,32D(b)
382,1111,"Drug, distribute or possess with intent, to minor, class A  Ch. 94C S 32F(a)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, TO MINOR, CLASS A ",94C,32F(a)
383,1112,"Drug, distribute or possess with intent, to minor, class B  Ch. 94C S 32F(b)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, TO MINOR, CLASS B ",94C,32F(b)
384,1113,"Drug, distribute or possess with intent, to minor, class C  Ch. 94C S 32F(c)","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, DISTRIBUTE OR POSSESS WITH INTENT, TO MINOR, CLASS C ",94C,32F(c)
385,1121,"Drug, false registration number for  Ch. 94C S 33(a)",Fraud,21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, FALSE REGISTRATION NUMBER FOR ",94C,33(a)
386,1120,"Drug, induce minor to distribute  Ch. 94C S 32K",Drug Abuse Violations,9.0,Drugs,5,Felony,,,,,,Yes,,,"DRUG, INDUCE MINOR TO DISTRIBUTE ",94C,32K
387,1616,"Drug, induce minor to possess funds of  Ch. 94C S 32K",Drug Abuse Violations,7.0,Person,5,Felony,,,,,,Yes,,,"DRUG, INDUCE MINOR TO POSSESS FUNDS OF ",94C,32K
388,1138,"Drug, larceny of  Ch. 94C S 37",Drug Abuse Violations,20.0,Property,3,Felony,,,,,,Yes,,,"DRUG, LARCENY OF ",94C,37
389,1122,"Drug, obtain by fraud  Ch. 94C S 33(b)",Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,"DRUG, OBTAIN BY FRAUD ",94C,33(b)
390,1124,"Drug, possess, class A  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS A ",94C,34
391,1125,"Drug, possess, class A, subsq. off.  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS A, SUBSQ. OFF. ",94C,34
392,1126,"Drug, possess, class B  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS B ",94C,34
393,1127,"Drug, possess, class B, subsq. off.  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS B, SUBSQ. OFF. ",94C,34
394,1128,"Drug, possess, class C  Ch. 94C S 34","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS C ",94C,34
395,1129,"Drug, possess, class C, subsq. off.  Ch. 94C S 34","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS C, SUBSQ. OFF. ",94C,34
